Название_позиции,Ключевые_слова,Описание,Тип_товара,Цена,Валюта,Единица_измерения,Ссылка_изображения,Наличие,Идентификатор_товара
Мансардное окно ROTO R45 K 7x14 ПВХ,Мансардные окна ROTO,"<div data-qaid=""product_description"" itemprop=""description""><p>  --- R45 класса стандарт. </p> <p>Окно Roto шумо-, влаго- и ветронепроницаемое. Имеет центральную ось поворота, бронированный стеклопакет с возможностью установки дополнительного теплоизоляционного оклада, который уменьшает теплопроводность до 15%. Легко моется как изнутри так и снаружи. Возможно открывание на проветривание.</p></div>",u,"8 247,72",UAH,шт,https://images.ua.prom.st/494631670_w640_h640_cid1051305_pid347436611-e3396f10.jpg,+,325884826
Гидроизоляционный оклад Velux EWR 0000 78x140 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,1 530,UAH,шт,https://images.ua.prom.st/494631685_w640_h640_cid1051305_pid347436626-7ca203db.jpg,+,120951584
Мансардное окно VELUX GGL 3070 Premium 78x98 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Мансардное окно VELUX GGL 3070 -  ---рыванием по центральной оси. Окно из клееной древесины (сосна), имеет три слоя лакового покрытия. Модель оснащена вентиляционным клапаном-форточкой, совмещенным с ручкой для открывания (воздухообмен до 39 м3/час при 10 Па).</p> <p>Обновленная ручка-планка в верхней части окна обеспечивает удобство открывания и имеет встроенный вентиляционный клапан. Кроме того, при таком открывании под окном удобно расположить мебель. </p> <p>Новая усовершенствованная система изоляции ThermoTechnology™ эффективно защитит от ветра и холодного воздуха. Благодаря специальному герметичному уплотнителю окно будет сохранять тепло в доме, уменьшая энергозатраты.</p> <p>Для установки мансардного окна дополнительно ну ---клад, соответсвующий типу вашей кровли (профилированная или плоская).</p></div>",u,8 211,UAH,шт,https://images.ua.prom.st/494631691_w640_h640_cid1051305_pid347436632-9aeab441.jpg,+,778058478
Мансардное окно VELUX GGL 3066 Premium 78x118 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Мансардное окно VELUX GGL 3066 -  ---рыванием по центральной оси. Окно из клееной древесины (сосна), имеет три слоя лакового покрытия. Модель оснащена вентиляционным клапаном-форточкой, совмещенным с ручкой для открывания (воздухообмен до 39 м3/час при 10 Па).</p> <p>Обновленная ручка-планка в верхней части окна обеспечивает удобство открывания и имеет встроенный вентиляционный клапан. Кроме того, при таком открывании под окном удобно расположить мебель. </p> <p>Новая усовершенствованная система изоляции ThermoTechnology™ эффективно защитит от ветра и холодного воздуха. Благодаря специальному герметичному уплотнителю окно будет сохранять тепло в доме, уменьшая энергозатраты.</p> <p>Для установки мансардного окна дополнительно ну ---клад, соответсвующий типу вашей кровли (профилированная или плоская).</p></div>",u,11 832,UAH,шт,https://images.ua.prom.st/494631694_w640_h640_cid1051305_pid347436635-70d8b628.jpg,+,34206304
Мансардное окно VELUX GPL 3070 Premium 78x118 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Мансардное окно VELUX GPL 3070 -  ---рыванием по центральной оси. Окно из клееной древесины (сосна), имеет три слоя лакового покрытия. Модель оснащена вентиляционным клапаном-форточкой, совмещенным с ручкой для открывания (воздухообмен до 39 м3/час при 10 Па).</p> <p>Обновленная ручка-планка в верхней части окна обеспечивает удобство открывания и имеет встроенный вентиляционный клапан. Кроме того, при таком открывании под окном удобно расположить мебель. </p> <p>Новая усовершенствованная система изоляции ThermoTechnology™ эффективно защитит от ветра и холодного воздуха. Благодаря специальному герметичному уплотнителю окно будет сохранять тепло в доме, уменьшая энергозатраты.</p> <p>Для установки мансардного окна дополнительно ну ---клад, соответсвующий типу вашей кровли (профилированная или плоская).</p></div>",u,"12 809,50",UAH,шт,https://images.ua.prom.st/494631696_w640_h640_cid1051305_pid347436637-f4e0575d.jpg,+,443300943
Гидроизоляционный оклад Velux EDW 2000 78x98 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 439,50",UAH,шт,https://images.ua.prom.st/494631698_w640_h640_cid1051305_pid347436639-8dc7b854.jpg,+,462160418
Гидроизоляционный оклад Velux ESR 0000 78x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"1 249,50",UAH,шт,https://images.ua.prom.st/494631688_w640_h640_cid1051305_pid347436629-a1b2cd51.png,+,80430627
Гидроизоляционный оклад Velux EDS 2000 66x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,2 278,UAH,шт,https://images.ua.prom.st/494631701_w640_h640_cid1051305_pid347436642-a5178184.jpg,+,499431916
Мансардное окно VELUX GLR 3073 Optima Comfort 78x98 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p> Мансардное окно VELUX GLR 3073 -  ---м по центральной оси и ручкой сверху из клееной древесины (сосна) с двойным лаковым покрытием.</p> <p>Модель оснащена вентиляционным устройством, расположенным в верхней части окна (воздухообмен до 24 (м3/час) при 10 (Па)).</p> <p>Любители современного дизайна высоко оценят внешний вид окон VELUX GLR 3073: безупречно гладкую поверхность дерева и конструкцию с элегантной тонкой рамой. Вентиляционный клапан имеет два положения для проветривания, выполнен в лаконичном стиле с плавными линиями и закругленными краями позволяет проветривать комнату даже при закрытом окне. Съемный фильтр защитит от пыли и насекомых.</p> <p>Для установки мансардного окна дополнительно ну ---клад, соответсвующий типу вашей кровли (профилированная или плоская).</p></div>",u,"4 938,50",UAH,шт,https://images.ua.prom.st/494631679_w640_h640_cid1051305_pid347436620-1cbed3e6.jpg,+,191962156
Окно-люк Velux VLT 1000 45x55 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Окно-люк для неотапливаемых помещений под кровлей, в которых необходим технологический выход на крышу. Открывается как снизу вверх, так и по боковой оси в левую сторону (если смотреть изнутри).</p> <p>Подходит для любых кровель с углом наклона от 20 до 60º.</p> <p>Рама изготовлена из черного полиуретана, створка из анодированного алюминия.</p> <p>Встроенный универсальный оклад. </p></div>",u,1 768,UAH,шт,https://images.ua.prom.st/494631707_w640_h640_cid1051305_pid347436649-d6d5ebcf.jpg,+,618682656
Гидроизоляционный оклад Velux EDS 2000 78x140 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 575,50",UAH,шт,https://images.ua.prom.st/494631704_w640_h640_cid1051305_pid347436646-887dd3aa.jpg,+,480572543
Гидроизоляционный оклад Velux EWR 0000 66x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"1 249,50",UAH,шт,https://images.ua.prom.st/494631682_w640_h640_cid1051305_pid347436623-088e7cdd.jpg,+,94334870
Гидроизоляционный оклад Velux EDW 2000 78x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 609,50",UAH,шт,https://images.ua.prom.st/494631699_w640_h640_cid1051305_pid347436640-6cadff7e.jpg,+,781491609
Гидроизоляционный оклад Velux EDS 2000 78x98 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,2 278,UAH,шт,https://images.ua.prom.st/494631702_w640_h640_cid1051305_pid347436643-fd2a22e0.jpg,+,204776702
Окно-люк Velux VLT 1000 45x73 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Окно-люк для неотапливаемых помещений под кровлей, в которых необходим технологический выход на крышу. Открывается как снизу вверх, так и по боковой оси в левую сторону (если смотреть изнутри).</p> <p>Подходит для любых кровель с углом наклона от 20 до 60º.</p> <p>Рама изготовлена из черного полиуретана, створка из анодированного алюминия.</p> <p>Встроенный универсальный оклад. </p></div>",u,1 904,UAH,шт,https://images.ua.prom.st/494631708_w640_h640_cid1051305_pid347436650-8832a26d.jpg,+,883892987
Выход на крышу Velux GXL 3070 53x110 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Мансардное окно и одновременно вы ---ткрывается по боковой оси в левую сторону (если смотреть изнутри). Оборудовано вентиляционным клапаном-форточкой. Подходит для любых кровель с углом наклона от 15 до 60º, где необходим технологический выход на крышу. </p> <p>Основные характеристики: </p> <ul> <li>изготавливается из клееной древесины сосны с тремя лаковыми покрытиями; </li> <li>открывание и закрывание с помощью ручки, расположенной сбоку, на оконной створке; </li> <li>многофункциональный стеклопакет; </li> <li>газовый амортизатор в верхней части оконной створки облегчает ее открывание; </li> <li>створка может быть переставлена для открывания в правую сторону.</li> </ul></div>",u,"12 316,50",UAH,шт,https://images.ua.prom.st/494631705_w640_h640_cid1051305_pid347436647-49a60e8f.jpg,+,92570621
Гидроизоляционный оклад Velux EDW 2000 78x140 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 779,50",UAH,шт,https://images.ua.prom.st/494631700_w640_h640_cid1051305_pid347436641-1642a15c.jpg,+,985919640
Гидроизоляционный оклад Velux EDW 2000 66x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 439,50",UAH,шт,https://images.ua.prom.st/494631697_w640_h640_cid1051305_pid347436638-74fe8400.jpg,+,875205740
Гидроизоляционный оклад Velux EDS 2000 78x118 см.,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Для установки мансардных окон необходимо использовать оклад. Оклады Velux обеспечивают герметичную и простую установку окна в кровлю и подходят ко всем видам кровельных покрытий. Конструкция окладов полностью исключает проникновение влаги внутрь помещения.</p></div>",u,"2 422,50",UAH,шт,https://images.ua.prom.st/494631703_w640_h640_cid1051305_pid347436644-76999e9f.jpg,+,787203512
Окно-люк Velux GVT 0000 54x83 см. дерево,Мансардные окна VELUX,"<div data-qaid=""product_description"" itemprop=""description""><p>Окно-люк для неотапливаемых помещений под кровлей, в которых необходим технологический выход на крышу. Открывается как снизу вверх, так и по боковой оси в левую сторону (если смотреть изнутри).</p> <p>Подходит для любых кровель с углом наклона от 20 до 60º.</p> <p>Рама изготовлена из черного полиуретана, створка из анодированного алюминия.</p> <p>Встроенный универсальный оклад. </p></div>",u,3 723,UAH,шт,https://images.ua.prom.st/494631706_w640_h640_cid1051305_pid347436648-ed8c0487.jpg,+,601653604
